ID article dans kezzia,Type d'article pour nom,Marque d'article pour nom,BIO (oui/non),Nom d'article au Super Cafoutch,Code barre,Nom fournisseur,Nom article chez fournisseur,Référence fournisseur,Colisage en unité de mesure,Prix HT par unité de mesure,Catégorie interne,TVA,Contrôle TVA,Poids net (kilo),Volume (litre),Lien vers photo,Pays d'origine,Produit en mercuriale (oui/non)
3 326,Chèvre frais,- FERME D'AUGUSTINE ET CHARLENE,non,Chèvre frais - FERME D'AUGUSTINE ET CHARLENE,0491000000211,La ferme d'Augustine et Chalène,FROMAGES DE CHEVRE FRAIS,,1,"1,7",Alimentaire / Produits Frais / Fromage,A5.5-V5.5,ok,,,https://drive.google.com/open?id=1iBlnGj70x-efyDjRzvWqKpdwtazSwO_p,France,non
3 327,Chèvre crémeux,- FERME D'AUGUSTINE ET CHARLENE,non,Chèvre crémeux - FERME D'AUGUSTINE ET CHARLENE,0491000000228,La ferme d'Augustine et Chalène,FROMAGES DE CHEVRE CREMEUX,,1,"1,7",Alimentaire / Produits Frais / Fromage,A5.5-V5.5,ok,,,https://drive.google.com/open?id=1iBlnGj70x-efyDjRzvWqKpdwtazSwO_p,France,non
3 328,Chèvre aux herbes,- FERME D'AUGUSTINE ET CHARLENE,non,Chèvre aux herbes - FERME D'AUGUSTINE ET CHARLENE,0491000000235,La ferme d'Augustine et Chalène,FROMAGES DE CHEVRE HERBES,,1,"1,8",Alimentaire / Produits Frais / Fromage,A5.5-V5.5,ok,,,https://drive.google.com/open?id=1iBlnGj70x-efyDjRzvWqKpdwtazSwO_p,France,non
3 329,Chèvre au poivre,- FERME D'AUGUSTINE ET CHARLENE,non,Chèvre au poivre - FERME D'AUGUSTINE ET CHARLENE,0491000000242,La ferme d'Augustine et Chalène,FROMAGES DE CHEVRE POIVRE,,1,"1,8",Alimentaire / Produits Frais / Fromage,A5.5-V5.5,ok,,,https://drive.google.com/open?id=1iBlnGj70x-efyDjRzvWqKpdwtazSwO_p,France,non
3 459,Chèvre buchette,- FERME D'AUGUSTINE ET CHARLENE,non,Chèvre buchette - FERME D'AUGUSTINE ET CHARLENE,0491000000259,La ferme d'Augustine et Chalène,BUCHES DE CHEVRE,,1,"2,3",Alimentaire / Produits Frais / Fromage,A5.5-V5.5,ok,,,https://drive.google.com/open?id=1iBlnGj70x-efyDjRzvWqKpdwtazSwO_p,France,non
5 342,Gateau semoule x2,- LE PETIT THOMAS,non,Gateau semoule x2 - LE PETIT THOMAS,3760019740034,La Froumagiero,Gateau de semoule,GAT07091,1,"1,21","Alimentaire / Produits Frais / Yaourts, Fromages frais, Desserts lactés, Desserts de substituts lactés",A5.5-V5.5,ok,"0,23",,https://static.openfoodfacts.org/images/products/376/001/974/0034/front_fr.4.full.jpg,France,oui
5 347,Crème fraîche 20cl,- ETREZ,non,Crème fraîche 20cl - ETREZ,3286151120201,La Froumagiero,Creme fraiche 20cl ETREZ,CRE29210,1,"1,24","Alimentaire / Produits Frais / Beurre, Margarine, Crème",A5.5-V5.5,ok,,"0,2",https://www.carrefour.fr/media/1500x1500/Photosite/PGC/P.L.S./3286151120201_PHOTOSITE_20171128_162603_0.jpg,France,oui
5 348,Yaourt caillolais nature,- CAILLOLAIS,non,Yaourt caillolais nature - CAILLOLAIS,3760019740058,La Froumagiero,Yaourt caillolais nature,YAO25090,1,"0,56","Alimentaire / Produits Frais / Yaourts, Fromages frais, Desserts lactés, Desserts de substituts lactés",A5.5-V5.5,ok,"0,125",,https://static.openfoodfacts.org/images/products/376/001/974/0058/front_fr.4.400.jpg,France,oui
5 349,Mousse aux marrons,- LA FERMIERE,non,Mousse aux marrons - LA FERMIERE,3279231712007,La Froumagiero,Mousse aux marrons,MOU002,6,"2,41","Alimentaire / Produits Frais / Yaourts, Fromages frais, Desserts lactés, Desserts de substituts lactés",A5.5-V5.5,ok,,,https://www.lafermiere.com/wp-content/uploads/Mousse-Marron.png,France,oui
5 353,Gateau de riz,- LE PETIT SEBASTIEN,non,Gateau de riz - LE PETIT SEBASTIEN,3760019740027,La Froumagiero,Gateau de riz,GAT07090,1,"1,21","Alimentaire / Produits Frais / Yaourts, Fromages frais, Desserts lactés, Desserts de substituts lactés",A5.5-V5.5,ok,"0,23",,,France,oui
5 355,Emmental rape,- REYBIER,non,Emmental rape - REYBIER,3123930502011,La Froumagiero,Emmental rape 100 GRS,EM02240,5,"0,98",Alimentaire / Produits Frais / Fromage,A5.5-V5.5,ok,"0,1",,https://cad.gp/wp-content/uploads/2019/08/A1395.jpg,France,oui
5 356,Parmigiano reggiano,- AMBROSI,non,Parmigiano reggiano - AMBROSI,8002503241005,La Froumagiero,Parmigiano reggiano RAPE 100GRS,PAR16070,5,"2,78",Alimentaire / Produits Frais / Fromage,A5.5-V5.5,ok,"0,1",,https://media.toupargel.fr/p-565x436/19596-1-parmesan-parmigiano-reggiano-dop-ambrosi-200-g-35937.jpg,Italie,oui
5 358,Camembert,- LE PERE EUGENE,non,Camembert - LE PERE EUGENE,3700179530854,La Froumagiero,Camembert pere eugene au lait cru,CAM03162,1,"3,6",Alimentaire / Produits Frais / Fromage,A5.5-V5.5,ok,"0,25",,https://static.openfoodfacts.org/images/products/317/658/461/3008/front_de.5.full.jpg,France,oui
5 359,Trassou,- BERGERS DU LARZAC,non,Trassou - BERGERS DU LARZAC,0491000000266,La Froumagiero,Le Trassou,TRA0200,12,"1,44",Alimentaire / Produits Frais / Fromage,A5.5-V5.5,ok,,,https://millaujazz.fr/wp-content/uploads/2017/04/berger-du-larzac-1.jpg,France,oui
5 361,Yaourt brebis nature x2,- LA BERGERIE,oui,Yaourt brebis nature x2 - LA BERGERIE,3513610140044,La Froumagiero,Yaourt brebis Bio nature 125GR x2 nature,YAO02201,5,"1,88","Alimentaire / Produits Frais / Yaourts, Fromages frais, Desserts lactés, Desserts de substituts lactés",A5.5-V5.5,ok,"0,25",,https://drive.google.com/open?id=1H1n16kOo0GCVH0k_4s_Nhx5yvoBzFY0F,France,oui
5 362,Brousse de brebis,- BERGERS DU LARZAC,oui,Brousse de brebis - BERGERS DU LARZAC,3553070020098,La Froumagiero,Brousse brebis 250G Larzac bio,BRO10101,4,"3,65","Alimentaire / Produits Frais / Yaourts, Fromages frais, Desserts lactés, Desserts de substituts lactés",A5.5-V5.5,ok,"0,25",,https://millaujazz.fr/wp-content/uploads/2017/04/berger-du-larzac-1.jpg,France,oui
5 363,Beurre baratte doux,- SEVRE BELLE LAITERIE,non,Beurre baratte doux - SEVRE BELLE LAITERIE,3199241011894,La Froumagiero,Beurre d'antan 250 GR (prix du bl au kg),,2,"2,65","Alimentaire / Produits Frais / Beurre, Margarine, Crème",A5.5-V5.5,ok,"0,25",,https://drive.google.com/open?id=14_y1ytO_I1_W72NugCLmdTYZujl8QMsb,France,oui
5 364,Beurre baratte demi sel,- SEVRE BELLE LAITERIE,non,Beurre baratte demi sel - SEVRE BELLE LAITERIE,3199241011924,La Froumagiero,Beurre d'antan 250 GR Croquants de sel (prix du bl au kg),BEU281441,2,"3,51","Alimentaire / Produits Frais / Beurre, Margarine, Crème",A5.5-V5.5,ok,"0,25",,https://drive.google.com/open?id=1OXyLoQ-OAJSYY79z4au0PjJEx1iGX-hw,France,oui
5 365,Lou Bren 1/2,- BERGERS DU LARZAC,non,Lou Bren 1/2 - BERGERS DU LARZAC,0491000000273,La Froumagiero,Lou Bren 1/2 (prix du bl au kg),DIV99999,1,"20,15",Alimentaire / Produits Frais / Fromage,A5.5-V5.5,ok,1,,https://millaujazz.fr/wp-content/uploads/2017/04/berger-du-larzac-1.jpg,France,oui
5 366,Encalat,- BERGERS DU LARZAC,non,Encalat - BERGERS DU LARZAC,3553070011706,La Froumagiero,L'encalat,ENC1000,4,"4,28",Alimentaire / Produits Frais / Fromage,A5.5-V5.5,ok,"0,24",,https://millaujazz.fr/wp-content/uploads/2017/04/berger-du-larzac-1.jpg,France,oui
5 367,6 oeufs L plein air non bio,,non,6 oeufs L plein air non bio ,0491000000280,La Froumagiero,Oeuf plein air L X90,OEU10011,5,"1,38",Alimentaire / Produits Frais / Oeufs,A5.5-V5.5,ok,"0,165",,https://www.panierdetouraine.fr/1926-large_default/6-oeufs-frais-de-poules-elevees-en-plein-air-calibre-gros-63-73g.jpg,France,oui
5 368,Lait demi écrémé montagne,- GERENTES,non,Lait demi écrémé montagne - GERENTES,3387271013128,La Froumagiero,Lait de montagne demi écrémé,LAIT00001,6,"1,07","Alimentaire / Produits Frais / Laits, Crèmes UHT, Laits Végétaux",A5.5-V5.5,ok,1,,https://i0.wp.com/www.laiterie-gerentes.com/wp-content/uploads/2019/06/lait.jpg,France,oui
5 369,Lait entier montagne,- GERENTES,non,Lait entier montagne - GERENTES,3387271013111,La Froumagiero,Lait de montagne entier,LAI00002,6,"1,14","Alimentaire / Produits Frais / Laits, Crèmes UHT, Laits Végétaux",A5.5-V5.5,ok,1,,https://i0.wp.com/www.laiterie-gerentes.com/wp-content/uploads/2019/06/lait.jpg,France,oui
5 370,Marotte,- BERGERS DU LARZAC,non,Marotte - BERGERS DU LARZAC,2114590004404,La Froumagiero,Marotte 1/2 (prix du bl au kg),DIV99999,1,"20,15",Alimentaire / Produits Frais / Fromage,A5.5-V5.5,ok,1,,https://millaujazz.fr/wp-content/uploads/2017/04/berger-du-larzac-1.jpg,France,oui
5 379,Lou Perail,- BERGERS DU LARZAC,non,Lou Perail - BERGERS DU LARZAC,0491000000297,La Froumagiero,Perail du Larzac,PER16281,6,"2,01",Alimentaire / Produits Frais / Fromage,A5.5-V5.5,ok,,,https://millaujazz.fr/wp-content/uploads/2017/04/berger-du-larzac-1.jpg,France,oui
5 387,Gorgonzola AOP,- AMBROSI,non,Gorgonzola AOP - AMBROSI,8002503401225,La Froumagiero,Gorgonzola 170 GRS,GOR07900,1,"2,07",Alimentaire / Produits Frais / Fromage,A5.5-V5.5,ok,"0,17",,https://drive.google.com/open?id=167EbA-D64b2H85xoYdVYRdkn5Lr49wIS,Italie,oui
5 389,Cremeux du jura,- BADOZ,non,Cremeux du jura - BADOZ,3370010001166,La Froumagiero,Le crémeux du jura ,CRE001,1,"3,76",Alimentaire / Produits Frais / Fromage,A5.5-V5.5,ok,"0,25",,https://www.fromagerie-badoz.com/assets/images/produits/pates-molles/cremeux-jura-unite.png,France,oui
5 394,Beurre,- ISIGNY SAINTE-MERE,non,Beurre - ISIGNY SAINTE-MERE,3254550022365,La Froumagiero,Beurre AOC Isygny 250 GRS (prix du bl au kg),BEU30200,2,"2,65","Alimentaire / Produits Frais / Beurre, Margarine, Crème",A5.5-V5.5,ok,"0,25",,https://courses.carrefour.fr/static/wlpdatas/display/000/073/636/736364.jpg,France,oui
5 426,Crème au chocolat,- LA FERMIERE,non,Crème au chocolat - LA FERMIERE,3279231583010,La Froumagiero,Dessert Chocolat *1 125 GRS,DES1001,6,"1,13","Alimentaire / Produits Frais / Laits, Crèmes UHT, Laits Végétaux",A5.5-V5.5,ok,"0,125",,https://drive.google.com/open?id=1bnYgK42wV_VKB1JanyUvrERdj2GUH9Yi,France,oui
5 515,Mozzarella di buffala,- PERLA DEL MEDITERRANEO,non,Mozzarella di buffala - PERLA DEL MEDITERRANEO,8033116902502,La Froumagiero,Mozzarella di buffala 125 GR,MOZ13522,1,"1,71",Alimentaire / Produits Frais / Fromage,A5.5-V5.5,ok,"0,125",,https://www.foodexplore.fr/media/catalog/product/cache/4/image/800x800/9df78eab33525d08d6e5fb8d27136e95/m/o/mozzarella-di-bufala-perla-del-mediterraneo.jpg,Italie,oui
5 529,Burrata,- DELIZIOSA,non,Burrata - DELIZIOSA,8018731002691,La Froumagiero,Burrata 250G,MOZ13559,1,"3,9",Alimentaire / Produits Frais / Fromage,A5.5-V5.5,ok,"0,25",,https://www.grossiste-alimentation-provencegastronomie.com/media/products/original/burrata-250-gr-2x125-300gr.jpg,Italie,oui
5 530,Pistounade,- LES DELICES DE MARGAUX,non,Pistounade - LES DELICES DE MARGAUX,3760072140031,La Froumagiero,DELICE PISTOUNADE 175g,DEL4315,1,"2,6","Alimentaire / Produits Frais / Charcuterie, Traiteur, Pâtes Fraîches",A5.5-V5.5,ok,"0,175",,https://drive.google.com/open?id=1oPWpXn88GiOH7LVPeqECpd5AS6Ote7m2,France,oui
5 540,Delice aubergine frais,- LES DELICES DE MARGAUX,non,Delice aubergine frais - LES DELICES DE MARGAUX,3760072140024,La Froumagiero,DELICE D'AUBERGINES 250G,DEL4302,1,"2,8","Alimentaire / Produits Frais / Charcuterie, Traiteur, Pâtes Fraîches",A5.5-V5.5,ok,"0,25",,https://drive.google.com/open?id=1TZpLlvIEM8C8VxK6VsVc9fqO8e9rM10_,France,oui
5 542,Olivade noir,- LES DELICES DE MARGAUX,non,Olivade noir - LES DELICES DE MARGAUX,3760072140048,La Froumagiero,DELICE D'OLIVADE NOIR 200G,DEL4303,1,"2,64","Alimentaire / Produits Frais / Charcuterie, Traiteur, Pâtes Fraîches",A5.5-V5.5,ok,"0,2",,https://static.openfoodfacts.org/images/products/376/007/214/0048/front_fr.4.full.jpg,France,oui
5 543,Petit reblochon,- LA BERGERE DE THÔNES,non,Petit reblochon - LA BERGERE DE THÔNES,3337850002005,La Froumagiero,Reblochon P.M,REB18100,1,"3,23",Alimentaire / Produits Frais / Fromage,A5.5-V5.5,ok,"0,23",,https://drive.google.com/open?id=1Fp6U5nLHsztGzzx0FfphrwLDdMQ6wpm-,France,oui
5 549,Delice de tomates sechées,- LES DELICES DE MARGAUX,non,Delice de tomates sechées - LES DELICES DE MARGAUX,3760072140178,La Froumagiero,DELICE DE TOMATES SECHEES,DEL4306,1,"2,8","Alimentaire / Produits Frais / Charcuterie, Traiteur, Pâtes Fraîches",A5.5-V5.5,ok,"0,2",,https://drive.google.com/open?id=1WkLma0OaqeRckMA9tZw4IMk15VnxH6bp,France,oui
5 588,Feta AOP,- KOLIOS,non,Feta AOP - KOLIOS,5201704054176,La Froumagiero,FETA GRECQUE 200G,FET-06040,1,"2,66",Alimentaire / Produits Frais / Fromage,A5.5-V5.5,ok,"0,2",,https://www.le-panier-de-flo.fr/3076-large_default/feta-kolios-aop-200g.jpg,Grece,oui
5 589,Robiola fresca,,non,Robiola fresca ,0491000000303,La Froumagiero,Robiola fresca,,1,"3,36",Alimentaire / Produits Frais / Fromage,A5.5-V5.5,ok,"0,25",,,Italie,oui
5 607,Comté 250g,,non,Comté 250g ,0491000000310,La Froumagiero,COMTE 12 MOIS AOP F.EMB,COM99999,1,"3,96",Alimentaire / Produits Frais / Fromage,A5.5-V5.5,ok,"0,25",,,France,oui
5 696,Anchoiade,- LES DELICES DE MARGAUX,non,Anchoiade - LES DELICES DE MARGAUX,3760072140017,La Froumagiero,ANCHOIADE 190GRS,,1,"3,45","Alimentaire / Produits Frais / Charcuterie, Traiteur, Pâtes Fraîches",A5.5-V5.5,ok,"0,19",,https://drive.google.com/open?id=18bjJk6SrivC1XlwIm0hX7-eGeaync9Mf,France,oui
5 699,Epoisse demi-lune AOP,- FROMAGERIE BERTHAUT,non,Epoisse demi-lune AOP - FROMAGERIE BERTHAUT,3307950020018,La Froumagiero,EPOISSE AOC boite 125GR,EPO05301,1,"3,75",Alimentaire / Produits Frais / Fromage,A5.5-V5.5,ok,"0,125",,https://static.openfoodfacts.org/images/products/330/795/002/0018/front_fr.5.400.jpg,France,oui
5 718,Pelardon AOC fermier,,non,Pelardon AOC fermier ,0491000000327,La Froumagiero,PELARDON AOC fermier,PEL16250,12,"1,85",Alimentaire / Produits Frais / Fromage,A5.5-V5.5,ok,,,https://i2.wp.com/www.gastronomiac.com/wp/wp-content/uploads/2019/10/pélardon.jpg,France,oui
5 719,Fromage blanc 20%,- ISIGNY SAINTE-MERE,non,Fromage blanc 20% - ISIGNY SAINTE-MERE,3254550040604,La Froumagiero,Fromage blanc 20% 500gr Isigny,FRO30130,1,"2,06","Alimentaire / Produits Frais / Yaourts, Fromages frais, Desserts lactés, Desserts de substituts lactés",A5.5-V5.5,ok,"0,5",,https://www.isigny-ste-mere.com/wp-content/uploads/2015/10/fromage-frais-onctueux-20-isigny-sainte-mere.jpg,France,oui
5 720,Yaourt brebis chataigne,- LA BERGERIE,oui,Yaourt brebis chataigne - LA BERGERIE,3513610140273,La Froumagiero,YAOURT BREBIS BIO AROMATISE 2*125 CHATAIGNE,YAO25610CHATAIGNE,5,"2,28","Alimentaire / Produits Frais / Yaourts, Fromages frais, Desserts lactés, Desserts de substituts lactés",A5.5-V5.5,ok,"0,25",,https://media.houra.fr/ART-IMG-XL/73/02/3513610140273-2.jpg,France,oui
5 721,Yaourt brebis myrtille,- LA BERGERIE,non,Yaourt brebis myrtille - LA BERGERIE,3273220140178,La Froumagiero,YAOURT BREBIS BIO AROMATISE 2*125 MYRTILLE,YAO25610FRUITROUGE,5,"2,28","Alimentaire / Produits Frais / Yaourts, Fromages frais, Desserts lactés, Desserts de substituts lactés",A5.5-V5.5,ok,"0,25",,https://produits.bienmanger.com/38612-0w470h470_Yaourts_Lait_Brebis_Biologique_Lit_Myrtille.jpg,France,oui
5 747,Yaourt de chèvre,- COLLINE AUX CHEVRES,non,Yaourt de chèvre - COLLINE AUX CHEVRES,3377340710010,La Froumagiero,,,6,"2,8","Alimentaire / Produits Frais / Yaourts, Fromages frais, Desserts lactés, Desserts de substituts lactés",A5.5-V5.5,ok,,,https://static.openfoodfacts.org/images/products/337/734/071/0072/front_fr.11.full.jpg,France,oui
5 771,Saint-marcellin,,non,Saint-marcellin ,0491000000334,La Froumagiero,,,12,"1,06",Alimentaire / Produits Frais / Fromage,A5.5-V5.5,ok,"0,8",,,France,oui
4 941,Raviolis super boeuf,- MILLE ET UNE PATES,non,Raviolis super boeuf - MILLE ET UNE PATES,0491000000341,Mille et une pâtes (Régal'dente),RAVIOLIS SUPER BOEUF DZ (douzaine),,1,"2,60","Alimentaire / Produits Frais / Charcuterie, Traiteur, Pâtes Fraîches",A5.5-V5.5,ok,"0,4",,,France,oui
5 421,Raviolis variétés,- MILLE ET UNE PATES,non,Raviolis variétés - MILLE ET UNE PATES,0491000000358,Mille et une pâtes (Régal'dente),RAVIOLIS VARIETES,,1,"5,14","Alimentaire / Produits Frais / Charcuterie, Traiteur, Pâtes Fraîches",A5.5-V5.5,ok,"0,4",,,France,oui
5 448,Gnocchi,- MILLE ET UNE PATES,non,Gnocchi - MILLE ET UNE PATES,0491000000365,Mille et une pâtes (Régal'dente),GNOCCHI,,1,"2,70","Alimentaire / Produits Frais / Charcuterie, Traiteur, Pâtes Fraîches",A5.5-V5.5,ok,"0,4",,,France,oui
5 449,Tagiatelles fraiche,- MILLE ET UNE PATES,non,Tagiatelles fraiche - MILLE ET UNE PATES,0491000000372,Mille et une pâtes (Régal'dente),TAGLIATELLES FRAICHES/PATES FRAICHES,,1,"2,70","Alimentaire / Produits Frais / Charcuterie, Traiteur, Pâtes Fraîches",A5.5-V5.5,ok,"0,4",,,France,oui
5 490,Canneloni,- MILLE ET UNE PATES,non,Canneloni - MILLE ET UNE PATES,0491000000389,Mille et une pâtes (Régal'dente),CANNELLONI,,1,"4,00","Alimentaire / Produits Frais / Charcuterie, Traiteur, Pâtes Fraîches",A5.5-V5.5,ok,"0,3",,,France,oui
3 342,Pain semi complet,- PAIN ET PARTAGE,oui,Pain semi complet - PAIN ET PARTAGE,0491000000396,Pain et Partage,pain semi complet 500g (a),,1,"1,43",Alimentaire / Produits Frais / Pain,A5.5-V5.5,ok,"0,5",,,France,non
3 343,Pain céréales,- PAIN ET PARTAGE,oui,Pain céréales - PAIN ET PARTAGE,0491000000402,Pain et Partage,pain 400G cereales (a),,1,"1,77",Alimentaire / Produits Frais / Pain,A5.5-V5.5,ok,"0,5",,,France,non
3 344,Pain épeautre,- PAIN ET PARTAGE,oui,Pain épeautre - PAIN ET PARTAGE,0491000000419,Pain et Partage,Pain 400G petit épeautre (a),,1,"2,05",Alimentaire / Produits Frais / Pain,A5.5-V5.5,ok,"0,5",,,France,non
3 421,Focaccia,- PAIN ET PARTAGE,oui,Focaccia - PAIN ET PARTAGE,0491000000426,Pain et Partage,FOCACCIA 14/14 (a),,1,"0,7",Alimentaire / Produits Frais / Pain,A5.5-V5.5,ok,,,,France,non
5 678,Ginger,- La MINOTTE,non,Ginger - La MINOTTE,3770009156103,Minot Brasserie,33CL GINGER,AR00015,12,"1,7","Alimentaire / Liquide / Bière, Cidre",A20.0-V20.0,ok,,"0,33",https://drive.google.com/open?id=1trjhq6ZU-Oa3JjevetdmhO8HNp_3Tuiz,France,non
5 679,The yeast and the beast,- La MINOTTE,non,The yeast and the beast - La MINOTTE,0491000000433,Minot Brasserie,33CL The Yeast and the beast,AR00057,12,"1,9","Alimentaire / Liquide / Bière, Cidre",A20.0-V20.0,ok,,"0,33",https://drive.google.com/open?id=1DAaZg1jTiXGLBSjbWwsbJyXF_sLzxBrJ,France,non
4 855,Bière Tiboulen,- ZOUMAI,oui,Bière Tiboulen - ZOUMAI,3770011447046,ZOUMAI,TIBOULEN 75CL,,6,"3,81","Alimentaire / Liquide / Bière, Cidre",A20.0-V20.0,ok,,"0,75",https://cdn.shopify.com/s/files/1/0070/3368/4020/products/zoumai-tiboulen-75cl_540x.jpg?v=1563620742,France,non
4 856,Bière Maîre,- ZOUMAI,oui,Bière Maîre - ZOUMAI,3770011447091,ZOUMAI,MAÎRE 33CL,,12,2,"Alimentaire / Liquide / Bière, Cidre",A20.0-V20.0,ok,,"0,33",https://bieronomy.com/7146-thickbox_default/maire-33-cl-zoumai.jpg,France,non
4 877,Bière Riou,- ZOUMAI,oui,Bière Riou - ZOUMAI,3770011447077,ZOUMAI,RIOU 75CL,,6,"3,81","Alimentaire / Liquide / Bière, Cidre",A20.0-V20.0,ok,,"0,75",https://www.salon-vins.com/wp-content/uploads/2020/04/web-Riou-75cl_Plan-de-travail-1.jpg,France,oui
4 878,Bière Gaby,- ZOUMAI,oui,Bière Gaby - ZOUMAI,3770011447015,ZOUMAI,GABY 75CL,,6,"3,81","Alimentaire / Liquide / Bière, Cidre",A20.0-V20.0,ok,,"0,75",https://cdn.shopify.com/s/files/1/0070/3368/4020/products/zoumai-gaby_720x.jpg,France,non
4 955,Bière Pomegue,- ZOUMAI,oui,Bière Pomegue - ZOUMAI,3770011447169,ZOUMAI,POMEGUE 75CL,,6,"3,99","Alimentaire / Liquide / Bière, Cidre",A20.0-V20.0,ok,,"0,75",https://bieronomy.com/7146-thickbox_default/maire-33-cl-zoumai.jpg,France,oui
5 335,Coffret Zoumai 4 Bières,- ZOUMAI,oui,Coffret Zoumai 4 Bières - ZOUMAI,0491000000440,ZOUMAI,COFFRET  ZOUMAI 4 BIERES 33 CL,,1,"10,5","Alimentaire / Liquide / Bière, Cidre",A20.0-V20.0,ok,,"0,33",https://cdn.shopify.com/s/files/1/0070/3368/4020/products/coffret-zoumai-biere-bio_540x.jpg,France,non
5 451,Grande Bière Maire,- ZOUMAI,oui,Grande Bière Maire - ZOUMAI,3770011447107,ZOUMAI,MAIRE IPA 75CL,,6,"3,99","Alimentaire / Liquide / Bière, Cidre",A20.0-V20.0,ok,,"0,75",https://bieronomy.com/7146-thickbox_default/maire-33-cl-zoumai.jpg,France,non
5 507,Bière Pomegues,- ZOUMAI,oui,Bière Pomegues - ZOUMAI,3770011447213,ZOUMAI,POMEGUES 33CL,,12,2,"Alimentaire / Liquide / Bière, Cidre",A20.0-V20.0,ok,,"0,33",https://cdn.shopify.com/s/files/1/0070/3368/4020/products/zoumai-pomegues-printemps_720x.jpg,France,non
5 603,Hoppy cafoutch,- ZOUMAI,oui,Hoppy cafoutch - ZOUMAI,3770011447237,ZOUMAI,HOPPY CAFOUTCH 33CL,,12,"1,7","Alimentaire / Liquide / Bière, Cidre",A20.0-V20.0,ok,,"0,33",http://soliemorin.fr/wp-content/uploads/2019/09/CAFOU_3-1024x744.jpg,France,non
5 754,Bière Torpilleur Café Zoumai,- ZOUMAI,oui,Bière Torpilleur Café Zoumai - ZOUMAI,3770011447275,ZOUMAI,TORPILLEUR CAFE 33CL,,12,"1,9","Alimentaire / Liquide / Bière, Cidre",A20.0-V20.0,ok,,"0,33",https://cdn.shopify.com/s/files/1/0070/3368/4020/products/zoumai-torpilleur-cafe_540x.jpg,France,non
5 571,Saumon fuméé artisanal,- TEMPS GOURMAND,non,Saumon fuméé artisanal - TEMPS GOURMAND,0491000000457,Compagnon Gourmands,Saumon fumé artisanal - Poids : 150 gr,MM-saufu3,1,"7,05","Alimentaire / Produits Frais / Poisson, Algues et Saurisserie",A5.5-V5.5,ok,,"0,33",https://www.tempsgourmand.fr/1539-large_default/saumon-fume-artisanal.jpg,France,non
3 217,Thé earl grey,-1336 SCOP-TI,non,Thé earl grey -1336 SCOP-TI,3700968100008,SCOP-TI,,,20,"2,42","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,"0,04",,https://www.1336.fr/327-large_default/earl-grey.jpg,France,non
3 219,Thé vert à la menthe,-1336 SCOP-TI,non,Thé vert à la menthe -1336 SCOP-TI,3700968100022,SCOP-TI,,,20,"2,42","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,"0,04",,https://www.1336.fr/325-large_default/the-vert-a-la-menthe.jpg,France,non
3 227,Infusion methe exquise,-1336 SCOP-TI,non,Infusion methe exquise -1336 SCOP-TI,3700968100091,SCOP-TI,,,12,"2,21","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,"0,037",,https://www.1336.fr/379-large_default/infusion-menthe-exquise.jpg,France,non
3 433,Thé noir anis réglisse,-1336 SCOP-TI,non,Thé noir anis réglisse -1336 SCOP-TI,3700968100176,SCOP-TI,,,20,"2,38","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,"0,04",,https://www.1336.fr/378-large_default/the-noir-anis-reglisse.jpg,France,non
3 435,Thé breakfast,-1336 SCOP-TI,non,Thé breakfast -1336 SCOP-TI,3700968100190,SCOP-TI,,,20,"2,42","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,"0,04",,https://www.1336.fr/324-large_default/the-breakfast.jpg,France,non
5 765,Thé vert citron,-1336 SCOP-TI,non,Thé vert citron -1336 SCOP-TI,3700968100503,SCOP-TI,,,20,"2,38","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,"0,032",,https://www.1336.fr/330-large_default/the-vert-citron-et-fines-ecorces.jpg,France,non
5 766,Infusion verveine menthe,-1336 SCOP-TI,non,Infusion verveine menthe -1336 SCOP-TI,3700968100060,SCOP-TI,,,12,"2,21","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,"0,037",,https://www.1336.fr/323-large_default/infusion-verveine-menthe.jpg,France,non
5 767,Infusion fruits des bois,-1336 SCOP-TI,non,Infusion fruits des bois -1336 SCOP-TI,3700968100039,SCOP-TI,,,12,"2,32","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,"0,04",,https://www.1336.fr/335-large_default/infusion-fruits-des-bois.jpg,France,non
5 768,Infusion Legerete,-1336 SCOP-TI,non,Infusion Legerete -1336 SCOP-TI,3700968100152,SCOP-TI,,,12,"2,30","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,"0,37",,https://www.1336.fr/374-large_default/infusion-legerete.jpg,France,non
